"x" "y" "z"
-0.21034623 -0.25578769 5.42987073
-0.20758439 -0.25160297 5.41546642999998
-0.21201802 -0.24782642 5.41372693
-0.20605183 -0.24643596 5.41426099
-0.20818425 -0.25127299 5.4078523
-0.2122593 -0.24595721 5.40272535
-0.20542432 -0.24709018 5.39357006999998
-0.25642014 -0.1519173 5.49263012999998
-0.24791623 -0.15218051 5.49189770999999
-0.20320607 -0.242984610000001 5.37185682
-0.25546265 -0.14648994 5.49110425000001
-0.25534154 -0.15275653 5.48635876999998
-0.24517155 -0.1511515 5.47300733
-0.25343037 -0.14808734 5.47134412
-0.25225163 -0.1489323 5.46514904999998
-0.24522019 -0.15108569 5.46652233999998
-0.24746705 -0.14645084 5.45268261999999
-0.20430947 -0.242333250000001 5.35682691
-0.2424326 -0.14412482 5.43321240999998
-0.25194741 -0.15122207 5.43859875999999
-0.20255757 -0.237884360000001 5.33485425000001
-0.01130772 0.08396355 5.65333569999999
-0.01108647 0.0904666599999997 5.66828931000001
-0.00989629000000014 0.0889426899999997 5.65231335999999
-0.23869229 -0.140768840000001 5.41271985
-0.19975663 -0.23393138 5.31373608999999
-0.00581647000000007 0.0926581999999998 5.65333569999999
-0.19871999 -0.22871764 5.31231701999999
-0.18983937 -0.233588060000001 5.31738293999999
-0.0106821100000001 0.08356969 5.64653027999998
-0.0115366100000001 0.0917331399999997 5.63555921
-0.00433349999999999 0.0915137899999996 5.63269055999999
-0.00802804000000013 0.0876609500000001 5.63194288
-0.23553563 -0.13725742 5.39175427999999
-0.19687939 -0.22437175 5.29052747
-0.22882367 -0.13815196 5.40051281999999
-0.0117864700000001 0.0918437699999997 5.61526501999998
-0.00378896000000006 0.0909673399999997 5.61126722
-0.00663472000000009 0.0866281199999994 5.61126722
0.32809543 -0.0809124300000006 5.45152295
-0.18756963 -0.2266167 5.29252636999999
0.32089328 -0.0846069600000003 5.43089307
0.33803558 -0.0730217300000007 5.43377698
-0.23107529 -0.14049037 5.37426769999999
-0.22870446 -0.13008578 5.37164318999999
-0.00765514999999994 0.0870658600000001 5.59585583999998
-0.19630433 -0.22489055 5.27703869999999
-0.18509007 -0.22124942 5.27253736
-0.00527477999999992 0.0917522100000001 5.59556591999998
0.0120706500000001 -0.0385225600000005 5.45375074
0.3384323 -0.0798767400000004 5.41448986999998
-0.23305035 -0.13397582 5.35812390999999
-0.22716046 -0.134596660000001 5.35235607999999
-0.0119905600000001 0.0869962399999995 5.59010327999999
-0.00663853000000003 0.0862723999999995 5.57496656000001
-0.0120353799999999 0.0892879199999994 5.58578503999999
-0.00331974999999995 0.0903617599999995 5.57550061000001
0.32084655 -0.0845993300000005 5.41729748999998
-0.19095517 -0.21657069 5.25570690999999
-0.18963242 -0.21148189 5.25459301999999
-0.01218034 0.0904761999999995 5.58016979999999
0.00814245999999996 -0.0283764199999998 5.45483410999998
0.0118837299999999 -0.0395801800000006 5.44009412
0.33746051 -0.0795772900000005 5.3922273
-0.00459385999999995 0.0847760900000001 5.55499279999998
0.00646303999999986 -0.02576526 5.44519055999999
-0.23265363 -0.13021548 5.34405529999998
-0.2125454 -0.1317385 5.33586133
-0.00598527000000004 0.0913211499999997 5.55412304999999
0.01118945 -0.0270813300000006 5.43170179000001
0.32277488 -0.0780933700000004 5.37084973999998
-0.21802235 -0.128665760000001 5.33091747999998
-0.19071675 -0.21682628 5.24893201
-0.18713857 -0.213423570000001 5.23562634999999
-0.00292493000000005 0.0835143699999996 5.53471386999999
0.0156974699999999 -0.0331190399999999 5.41632092999998
0.0155830299999999 -0.0241917000000003 5.41160596
0.34003925 -0.0749042800000002 5.37030042000001
0.00134181 0.0929328599999995 5.53369153
-0.34730531 -0.0142687100000005 5.45101940999999
-0.21156884 -0.12883456 5.31224072999998
-0.19247342 -0.20428832 5.24617017
-0.34105874 -0.0127628600000005 5.43289196999999
-0.20717717 -0.12917216 5.31169140999998
-0.18581487 -0.208334760000001 5.23439037999998
-0.00303555000000011 0.0834323599999998 5.51300061000001
0.32491492 -0.0826738699999998 5.35058605999998
0.33586406 -0.0788734700000004 5.35499584999999
-0.33845044 -0.00880320999999995 5.43278515999998
-0.32618142 -0.00800975000000026 5.43141187000001
-0.18238545 -0.2050484 5.21414196999999
-0.18299771 -0.210373720000001 5.22276318999999
0.00235842999999991 0.0921393999999998 5.51290906
0.01042842 -0.0269611699999999 5.39549267999999
-0.21036054 -0.12617953 5.29304517
-0.20982934 -0.12381442 5.29362499999999
-0.17687035 0.02910535 5.45437634999999
0.00101375000000004 0.0868579599999997 5.49243177
0.33521747 -0.0786712899999999 5.3400575
-0.33276654 -0.00693877000000054 5.4141084
-0.32260943 -0.0021360700000006 5.41105664
-0.17028237 0.0245258000000002 5.43135082999999
0.00374889 0.0911075299999995 5.49253858
